5.000001e+006 6.000000e+003 8.333334e+011
3.000000e+007 6.000000e+003 8.333334e+011
7.000000e+007 6.000000e+003 8.333334e+011
9.500000e+007 6.000000e+003 8.333334e+011
1.050000e+008 6.000000e+003 8.333334e+011
1.150000e+008 6.000000e+003 8.333334e+011
1.250000e+008 1.472838e+005 3.573836e+010
1.350000e+008 2.648631e+005 1.911317e+010
1.450000e+008 3.520753e+005 1.416514e+010
1.600000e+008 4.510670e+005 1.090257e+010
1.800000e+008 5.471466e+005 8.773312e+009
2.000000e+008 6.343334e+005 7.785800e+009
2.200000e+008 7.216748e+005 6.936771e+009
2.400000e+008 8.000545e+005 6.159919e+009
2.600000e+008 9.145304e+005 5.317660e+009
2.800000e+008 1.025834e+006 4.733186e+009
3.000000e+008 1.152926e+006 4.201261e+009
3.200000e+008 1.262560e+006 3.839675e+009
3.400000e+008 1.350673e+006 3.585626e+009
3.750000e+008 1.445960e+006 3.336802e+009
4.500000e+008 1.580433e+006 3.025738e+009
5.500000e+008 1.727817e+006 2.745200e+009
6.500000e+008 1.756286e+006 2.672130e+009
7.500000e+008 1.733979e+006 2.670233e+009
8.500000e+008 1.692547e+006 2.694022e+009
9.500000e+008 1.703207e+006 2.643369e+009
1.100000e+009 1.744252e+006 2.538268e+009
1.300000e+009 1.770570e+006 2.442930e+009
1.500000e+009 1.781645e+006 2.370066e+009
3.300000e+009 1.781645e+006 1.893448e+009
