0.000000e+00 4.018472e+03 5.688858e+12
5.000000e+06 3.786815e+03 2.292472e+12
1.000000e+07 3.648603e+03 1.265822e+12
1.500000e+07 3.598494e+03 7.085907e+11
2.000000e+07 3.575193e+03 3.966598e+11
2.500000e+07 3.575193e+03 2.424633e+11
3.000000e+07 3.575193e+03 1.588441e+11
3.500000e+07 3.575193e+03 1.060838e+11
4.000000e+07 3.575193e+03 7.497597e+10
4.500000e+07 3.575193e+03 5.288935e+10
5.000000e+07 3.575193e+03 3.356306e+10
5.500000e+07 3.602880e+03 2.575896e+10
6.000000e+07 3.723177e+03 2.419656e+10
6.500000e+07 3.861434e+03 2.338634e+10
7.000000e+07 4.137881e+03 2.327448e+10
7.500000e+07 4.444887e+03 2.366704e+10
8.000000e+07 4.791418e+03 2.502066e+10
8.500000e+07 5.187091e+03 2.636797e+10
9.000000e+07 5.635846e+03 2.744854e+10
9.500000e+07 5.913902e+03 2.819297e+10
1.000000e+08 6.167824e+03 2.824913e+10
1.050000e+08 6.343292e+03 2.824913e+10
1.100000e+08 6.469535e+03 2.833715e+10
1.150000e+08 6.598291e+03 2.993649e+10
1.200000e+08 6.733453e+03 3.438223e+10
1.250000e+08 6.925707e+03 4.096738e+10
1.300000e+08 7.123450e+03 5.626205e+10
1.350000e+08 7.487119e+03 8.142631e+10
1.400000e+08 8.304038e+03 1.209485e+11
1.450000e+08 9.750694e+03 1.510332e+11
1.500000e+08 3.165976e+05 7.048042e+09
1.550000e+08 4.407050e+05 5.059406e+09
1.600000e+08 5.177399e+05 4.263018e+09
1.650000e+08 5.830511e+05 3.851172e+09
1.700000e+08 6.334931e+05 3.559375e+09
1.750000e+08 6.773221e+05 3.328577e+09
1.800000e+08 7.154323e+05 3.120765e+09
1.850000e+08 7.497238e+05 2.983472e+09
1.900000e+08 7.775891e+05 2.886229e+09
1.950000e+08 8.064900e+05 2.792155e+09
2.000000e+08 8.332233e+05 2.710530e+09
2.050000e+08 8.498060e+05 2.638286e+09
2.100000e+08 8.667187e+05 2.567968e+09
2.150000e+08 8.839680e+05 2.507383e+09
2.200000e+08 9.028893e+05 2.454077e+09
2.250000e+08 9.228770e+05 2.402431e+09
2.300000e+08 9.433072e+05 2.352111e+09
2.350000e+08 9.641896e+05 2.320171e+09
2.400000e+08 9.855343e+05 2.293785e+09
