0.000000e+00 6.499918e+03 8.238140e+13
5.000000e+06 5.807683e+03 2.013521e+13
1.000000e+07 5.398639e+03 1.021836e+13
1.500000e+07 5.128985e+03 6.096566e+12
2.000000e+07 4.971034e+03 3.816661e+12
2.500000e+07 4.817947e+03 2.446707e+12
3.000000e+07 4.669574e+03 1.568486e+12
3.500000e+07 4.554882e+03 1.005493e+12
4.000000e+07 4.456233e+03 6.445810e+11
4.500000e+07 4.354966e+03 4.132149e+11
5.000000e+07 4.252174e+03 2.648954e+11
5.500000e+07 4.251857e+03 1.698138e+11
6.000000e+07 4.346067e+03 1.088608e+11
6.500000e+07 4.565542e+03 7.166853e+10
7.000000e+07 4.748410e+03 5.365711e+10
7.500000e+07 4.921629e+03 5.376979e+10
8.000000e+07 5.285008e+03 7.011016e+10
8.500000e+07 5.575822e+03 9.467610e+10
9.000000e+07 5.789094e+03 1.153714e+11
9.500000e+07 5.962256e+03 1.313977e+11
1.000000e+08 6.125117e+03 1.398713e+11
1.050000e+08 6.292427e+03 1.398713e+11
1.100000e+08 6.430650e+03 1.398713e+11
1.150000e+08 6.489179e+03 1.328216e+11
1.200000e+08 6.548241e+03 1.244983e+11
1.250000e+08 6.607840e+03 1.149191e+11
1.300000e+08 6.667982e+03 1.044700e+11
1.350000e+08 6.727022e+03 9.426658e+10
1.400000e+08 6.775622e+03 8.414425e+10
1.450000e+08 6.824574e+03 7.492541e+10
1.500000e+08 6.873879e+03 6.747350e+10
1.550000e+08 6.923540e+03 6.076274e+10
1.600000e+08 6.973560e+03 5.512649e+10
1.650000e+08 7.023942e+03 5.021548e+10
1.700000e+08 7.109998e+03 4.598462e+10
1.750000e+08 7.217556e+03 4.235510e+10
1.800000e+08 7.326740e+03 3.995948e+10
1.850000e+08 7.379387e+03 3.858990e+10
1.900000e+08 7.379387e+03 3.576547e+10
1.950000e+08 7.414662e+03 3.308219e+10
2.000000e+08 7.712730e+03 3.228304e+10
2.050000e+08 8.066488e+03 3.161492e+10
2.100000e+08 8.525267e+03 3.106618e+10
2.150000e+08 9.333634e+03 3.045469e+10
2.200000e+08 6.711229e+04 8.377657e+09
2.250000e+08 2.642388e+05 2.116812e+09
2.300000e+08 3.454424e+05 1.598103e+09
2.350000e+08 3.984796e+05 1.378516e+09
2.400000e+08 4.343136e+05 1.249493e+09
